DFT, Frequency Response Magnitude
7520.508, -85.5071
7523.438, -77.5875
7526.367, -87.8312
7529.297, -71.9139
7532.227, -80.5234
7535.156, -80.8611
7538.086, -90.3819
7541.016, -79.8792
7543.945, -92.7023
7546.875, -76.9209
7549.805, -82.5746
7552.734, -83.6453
7555.664, -76.2410
7558.594, -86.0801
7561.523, -90.3863
7564.453, -81.0599
7567.383, -84.9949
7570.312, -81.4384
7573.242, -82.1337
7576.172, -75.9481
7579.102, -72.2700
7582.031, -79.6591
7584.961, -79.9282
7587.891, -80.8757
7590.820, -88.8894
7593.750, -86.3420
7596.680, -77.3477
7599.609, -81.9239
7602.539, -76.4636
7605.469, -72.9225
7608.398, -84.3134
7611.328, -78.6682
7614.258, -96.1097
7617.188, -86.9133
7620.117, -81.6645
7623.047, -73.1245
7625.977, -76.5181
7628.906, -80.6920
7631.836, -87.2813
7634.766, -80.1084
7637.695, -77.8494
7640.625, -76.1779
7643.555, -85.5394
7646.484, -76.4353
7649.414, -74.0182
7652.344, -75.0976
7655.273, -86.5608
7658.203, -88.2125
7661.133, -87.9306
7664.062, -82.3729
7666.992, -76.9899
7669.922, -86.7088
7672.852, -70.0806
7675.781, -93.9815
7678.711, -83.3298
7681.641, -87.5404
7684.570, -85.3424
7687.500, -99.0705
7690.430, -100.6705
7693.359, -79.8756
7696.289, -75.4509
7699.219, -80.4677
7702.148, -82.1017
7705.078, -83.7844
7708.008, -82.0236
7710.938, -82.8033
7713.867, -87.0715
7716.797, -78.3873
7719.727, -77.3882
7722.656, -75.9937
7725.586, -79.2719
7728.516, -90.3254
7731.445, -83.4459
7734.375, -87.9304
7737.305, -83.8501
7740.234, -74.1618
7743.164, -73.1486
7746.094, -80.4025
7749.023, -89.8670
7751.953, -84.3492
7754.883, -81.4642
7757.812, -76.7915
7760.742, -84.6766
7763.672, -90.8443
7766.602, -77.5459
7769.531, -79.3129
7772.461, -77.4556
7775.391, -80.4882
7778.320, -84.3203
7781.250, -89.8163
7784.180, -82.1150
7787.109, -85.3343
7790.039, -74.0660
7792.969, -79.9205
7795.898, -92.0915
7798.828, -80.0273
7801.758, -86.2447
7804.688, -85.7435
7807.617, -83.8643
7810.547, -77.5630
7813.477, -73.7629
7816.406, -81.4831
7819.336, -79.3229
7822.266, -86.1592
7825.195, -82.0762
7828.125, -85.6063
7831.055, -84.3572
7833.984, -73.9157
7836.914, -73.8535
7839.844, -75.8629
7842.773, -83.9475
7845.703, -77.1855
7848.633, -83.0280
7851.562, -77.5702
7854.492, -80.5203
7857.422, -70.7843
7860.352, -79.4849
7863.281, -83.7133
7866.211, -89.2941
7869.141, -87.3269
7872.070, -77.8404
7875.000, -84.3521
7877.930, -84.6511
7880.859, -80.7906
7883.789, -74.7905
7886.719, -74.8325
7889.648, -84.9481
7892.578, -77.2956
7895.508, -97.3806
7898.438, -76.4927
7901.367, -75.0965
7904.297, -78.9302
7907.227, -82.5613
7910.156, -75.1108
7913.086, -82.9128
7916.016, -76.5160
7918.945, -81.7993
7921.875, -84.2415
7924.805, -74.3897
7927.734, -92.5246
7930.664, -74.5806
7933.594, -79.7864
7936.523, -84.3370
7939.453, -76.4994
7942.383, -80.1641
7945.312, -89.1464
7948.242, -81.6821
7951.172, -73.7716
7954.102, -75.2215
7957.031, -81.6021
7959.961, -85.1486
7962.891, -91.6879
7965.820, -77.7077
7968.750, -81.6208
7971.680, -76.1312
7974.609, -75.1044
7977.539, -79.0133
7980.469, -78.1425
7983.398, -91.6015
7986.328, -80.8218
7989.258, -82.9556
7992.188, -80.1732
7995.117, -88.9205
7998.047, -75.2675
8000.977, -84.9005
8003.906, -79.1290
8006.836, -82.8051
8009.766, -74.2122
8012.695, -86.2881
8015.625, -77.1630
8018.555, -84.4107
8021.484, -77.8450
8024.414, -72.4763
8027.344, -88.7099
8030.273, -80.6999
8033.203, -90.1765
8036.133, -78.9294
8039.062, -79.8055
8041.992, -90.3277
8044.922, -75.3576
8047.852, -78.8170
8050.781, -72.6488
8053.711, -80.0428
8056.641, -75.7337
8059.570, -85.8174
8062.500, -73.8065
8065.430, -97.9865
8068.359, -82.8609
8071.289, -77.6148
8074.219, -72.5808
8077.148, -82.9880
8080.078, -83.6588
8083.008, -85.6674
8085.938, -83.3319
8088.867, -78.6347
8091.797, -79.0716
8094.727, -74.5195
8097.656, -73.5708
8100.586, -86.4495
8103.516, -84.3028
8106.445, -87.6773
8109.375, -85.2313
8112.305, -92.5301
8115.234, -74.7725
8118.164, -79.1836
8121.094, -78.2581
8124.023, -93.9728
8126.953, -78.8694
8129.883, -83.6449
8132.812, -86.5230
8135.742, -81.4718
8138.672, -83.4163
8141.602, -80.1039
8144.531, -71.9822
8147.461, -79.8009
8150.391, -84.4884
8153.320, -79.2440
8156.250, -95.4545
8159.180, -76.3927
8162.109, -77.6761
8165.039, -75.6607
8167.969, -80.9719
8170.898, -82.7664
8173.828, -76.6286
8176.758, -78.6352
8179.688, -93.0415
8182.617, -78.2977
8185.547, -71.5540
8188.477, -80.0742
8191.406, -80.3522
8194.336, -84.4655
8197.266, -81.2168
8200.195, -93.2457
8203.125, -85.7264
8206.055, -84.0696
8208.984, -76.5470
8211.914, -74.2663
8214.844, -79.8957
8217.773, -79.7210
8220.703, -79.4955
8223.633, -82.1462
8226.562, -77.1251
8229.492, -83.9601
8232.422, -78.4574
8235.352, -82.7553
8238.281, -76.8342
8241.211, -82.8159
8244.141, -86.5675
8247.070, -81.6070
8250.000, -85.3208
8252.930, -76.6543
8255.859, -77.3335
8258.789, -84.1133
8261.719, -75.5860
8264.648, -82.5398
8267.578, -84.8030
8270.508, -80.5982
8273.438, -81.9310
8276.367, -83.4687
8279.297, -75.3559
8282.227, -79.7583
8285.156, -85.5218
8288.086, -89.3492
8291.016, -90.8362
8293.945, -78.7590
8296.875, -87.5613
8299.805, -85.4364
8302.734, -73.7736
8305.664, -71.0179
8308.594, -83.9188
8311.523, -82.4456
8314.453, -76.6894
8317.383, -85.0322
8320.312, -84.6720
8323.242, -72.9321
8326.172, -80.8815
8329.102, -78.2234
8332.031, -85.7130
8334.961, -80.9897
8337.891, -94.5673
8340.820, -78.7706
8343.750, -85.1445
8346.680, -91.3564
8349.609, -72.1834
8352.539, -72.6764
8355.469, -74.1813
8358.398, -81.7093
8361.328, -91.5021
8364.258, -81.2502
8367.188, -84.4803
8370.117, -80.5848
8373.047, -83.2726
8375.977, -73.1950
8378.906, -79.5718
8381.836, -79.6515
8384.766, -79.6146
8387.695, -82.0326
8390.625, -90.0194
8393.555, -80.9438
8396.484, -78.6684
8399.414, -73.9880
8402.344, -73.5171
8405.273, -76.0383
8408.203, -79.7458
8411.133, -79.8623
8414.062, -78.1800
8416.992, -91.2759
8419.922, -72.6398
8422.852, -70.8100
8425.781, -89.0826
8428.711, -86.3771
8431.641, -79.1608
8434.570, -80.4373
8437.500, -77.8533
8440.430, -89.4474
8443.359, -75.4095
8446.289, -74.1047
8449.219, -92.9473
8452.148, -81.4500
8455.078, -86.0720
8458.008, -76.9486
8460.938, -82.2323
8463.867, -88.4381
8466.797, -78.1224
8469.727, -72.3100
8472.656, -74.4590
8475.586, -78.1018
8478.516, -78.4125
8481.445, -78.1391
8484.375, -94.2511
8487.305, -74.2545
8490.234, -74.8408
8493.164, -74.2625
8496.094, -82.4299
8499.023, -79.7819
8501.953, -91.0318
8504.883, -82.0937
8507.812, -79.1990
8510.742, -83.7516
8513.672, -81.1156
8516.602, -78.1670
8519.531, -75.9144
8522.461, -78.8240
8525.391, -78.6161
8528.320, -86.5350
8531.250, -76.0636
8534.180, -79.4983
8537.109, -76.2876
8540.039, -80.6845
8542.969, -79.4871
8545.898, -76.0659
8548.828, -92.1852
8551.758, -85.0779
8554.688, -76.4554
8557.617, -82.5515
8560.547, -78.0014
8563.477, -83.3891
8566.406, -75.9612
8569.336, -78.6388
8572.266, -81.0984
8575.195, -79.7931
8578.125, -87.4684
8581.055, -86.1339
8583.984, -74.7561
8586.914, -79.7253
8589.844, -75.7288
8592.773, -83.5515
8595.703, -81.9244
8598.633, -79.7830
8601.562, -79.7390
8604.492, -78.5537
8607.422, -72.3373
8610.352, -79.6057
8613.281, -79.0472
8616.211, -78.4670
8619.141, -83.2676
8622.070, -78.3605
8625.000, -81.7300
8627.930, -80.0401
8630.859, -74.2175
8633.789, -74.5960
8636.719, -81.0748
8639.648, -79.0780
8642.578, -86.6128
8645.508, -80.1881
8648.438, -92.6141
8651.367, -76.7235
8654.297, -79.4566
8657.227, -72.6846
8660.156, -75.4248
8663.086, -87.5809
8666.016, -83.3984
8668.945, -82.1763
8671.875, -82.7501
8674.805, -83.3829
8677.734, -105.0612
8680.664, -77.0443
8683.594, -80.0850
8686.523, -79.6275
8689.453, -76.1777
8692.383, -77.7915
8695.312, -84.4970
8698.242, -82.3201
8701.172, -74.8187
8704.102, -81.0713
8707.031, -83.1294
8709.961, -80.5109
8712.891, -80.2952
8715.820, -80.1240
8718.750, -88.9589
8721.680, -80.5338
8724.609, -71.6876
8727.539, -76.7149
8730.469, -86.1454
8733.398, -88.6605
8736.328, -81.5992
8739.258, -86.5324
8742.188, -83.2554
8745.117, -87.7472
8748.047, -74.6816
8750.977, -78.6115
8753.906, -77.2253
8756.836, -83.5223
8759.766, -77.1203
8762.695, -82.1184
8765.625, -77.0511
8768.555, -80.9674
8771.484, -76.4211
8774.414, -71.0407
8777.344, -83.8626
8780.273, -77.1858
8783.203, -73.6338
8786.133, -78.5030
8789.062, -88.1727
8791.992, -78.0708
8794.922, -85.0067
8797.852, -73.2658
8800.781, -77.2983
8803.711, -82.5141
8806.641, -83.9658
8809.570, -82.2179
8812.500, -83.0283
8815.430, -76.2819
8818.359, -73.0213
8821.289, -74.8257
8824.219, -75.5236
8827.148, -83.0179
8830.078, -81.6722
8833.008, -77.3612
8835.938, -74.0736
8838.867, -76.3504
8841.797, -70.0302
8844.727, -72.7906
8847.656, -83.3100
8850.586, -83.5986
8853.516, -90.5666
8856.445, -82.9566
8859.375, -81.0259
8862.305, -86.3753
8865.234, -79.7142
8868.164, -74.8699
8871.094, -85.5224
8874.023, -76.0675
8876.953, -77.7496
8879.883, -79.6645
8882.812, -77.6046
8885.742, -83.9773
8888.672, -72.5834
8891.602, -71.9735
8894.531, -74.8997
8897.461, -89.3145
8900.391, -81.9880
8903.320, -84.5029
8906.250, -74.7642
8909.180, -78.1448
8912.109, -73.2706
8915.039, -76.5369
8917.969, -87.7867
8920.898, -78.6871
8923.828, -104.2483
8926.758, -75.7963
8929.688, -86.0159
8932.617, -75.2972
8935.547, -76.9347
8938.477, -72.3420
8941.406, -82.2491
8944.336, -88.7435
8947.266, -79.8697
8950.195, -89.8089
8953.125, -84.5208
8956.055, -79.5799
8958.984, -75.5333
8961.914, -75.6334
8964.844, -71.9574
8967.773, -85.2129
8970.703, -84.1771
8973.633, -89.1847
8976.562, -82.1484
8979.492, -78.1865
8982.422, -81.4449
8985.352, -74.8201
8988.281, -79.4841
8991.211, -85.3482
8994.141, -74.9250
8997.070, -81.1575
9000.000, -77.8960
9002.930, -84.6972
9005.859, -77.7005
9008.789, -70.1768
9011.719, -90.5385
9014.648, -79.5892
9017.578, -86.6799
9020.508, -81.7001
9023.438, -77.5330
9026.367, -95.9527
9029.297, -84.8182
9032.227, -74.4825
9035.156, -77.0260
9038.086, -75.4865
9041.016, -83.2933
9043.945, -95.6807
9046.875, -76.5811
9049.805, -84.0981
9052.734, -73.4293
9055.664, -77.6092
9058.594, -72.0344
9061.523, -82.7055
9064.453, -83.4472
9067.383, -89.6670
9070.312, -79.2643
9073.242, -82.3050
9076.172, -78.6985
9079.102, -70.6676
9082.031, -76.1643
9084.961, -80.8817
9087.891, -75.5059
9090.820, -81.1995
9093.750, -78.4478
9096.680, -83.3336
9099.609, -76.2737
9102.539, -80.7358
9105.469, -95.2424
9108.398, -87.5058
9111.328, -83.8023
9114.258, -89.0959
9117.188, -82.3195
9120.117, -81.7173
9123.047, -76.9791
9125.977, -85.8425
9128.906, -74.2269
9131.836, -86.2622
9134.766, -88.5003
9137.695, -87.9616
9140.625, -75.4335
9143.555, -74.8100
9146.484, -72.7729
9149.414, -77.4532
9152.344, -72.8834
9155.273, -89.5162
9158.203, -79.6408
9161.133, -79.0138
9164.062, -85.9275
9166.992, -83.9938
9169.922, -84.5117
9172.852, -75.3346
9175.781, -81.9125
9178.711, -89.8249
9181.641, -84.9403
9184.570, -82.9838
9187.500, -79.9665
9190.430, -78.9085
9193.359, -85.0335
9196.289, -69.2660
9199.219, -78.9288
9202.148, -78.6912
9205.078, -75.5742
9208.008, -78.8592
9210.938, -81.9487
9213.867, -79.2881
9216.797, -80.1655
9219.727, -75.2966
9222.656, -74.8542
9225.586, -111.6685
9228.516, -87.6821
9231.445, -80.8345
9234.375, -88.2999
9237.305, -85.7585
9240.234, -78.8358
9243.164, -74.2047
9246.094, -79.0495
9249.023, -75.4339
9251.953, -86.4617
9254.883, -77.3233
9257.812, -79.7539
9260.742, -80.6040
9263.672, -72.3548
9266.602, -86.7172
9269.531, -73.8414
9272.461, -85.9326
9275.391, -79.5759
9278.320, -78.5395
9281.250, -76.7992
9284.180, -90.6980
9287.109, -77.2061
9290.039, -71.9589
9292.969, -75.3436
9295.898, -83.0977
9298.828, -83.7050
9301.758, -74.9545
9304.688, -77.4662
9307.617, -83.2939
9310.547, -75.2852
9313.477, -82.0931
9316.406, -74.3166
9319.336, -81.9667
9322.266, -82.6472
9325.195, -76.1891
9328.125, -83.9237
9331.055, -79.1467
9333.984, -86.5907
9336.914, -72.2316
9339.844, -79.8643
9342.773, -80.2242
9345.703, -90.2711
9348.633, -83.8736
9351.562, -85.9325
9354.492, -80.5247
9357.422, -76.2180
9360.352, -72.1524
9363.281, -76.1368
9366.211, -93.1766
9369.141, -79.3238
9372.070, -85.2367
9375.000, -75.2011
9377.930, -83.7550
9380.859, -70.5023
9383.789, -75.4053
9386.719, -80.0784
9389.648, -80.4527
9392.578, -79.9438
9395.508, -78.8020
9398.438, -80.1659
9401.367, -75.9794
9404.297, -79.4657
9407.227, -75.5241
9410.156, -81.0837
9413.086, -80.0430
9416.016, -88.3408
9418.945, -82.0641
9421.875, -79.9743
9424.805, -79.2755
9427.734, -72.3814
9430.664, -74.9623
9433.594, -71.0919
9436.523, -97.9512
9439.453, -85.1991
9442.383, -85.1435
9445.312, -80.0302
9448.242, -82.2515
9451.172, -75.1171
9454.102, -76.9647
9457.031, -76.7783
9459.961, -82.0390
9462.891, -80.1121
9465.820, -79.4278
9468.750, -84.0794
9471.680, -81.5411
9474.609, -83.8141
9477.539, -70.7132
9480.469, -81.2544
9483.398, -94.1001
9486.328, -94.9625
9489.258, -78.8390
9492.188, -83.8374
9495.117, -80.4469
9498.047, -78.7239
9500.977, -73.9659
9503.906, -75.5446
9506.836, -89.5594
9509.766, -77.1700
9512.695, -79.4716
9515.625, -78.7103
9518.555, -75.3489
9521.484, -72.4828
9524.414, -72.1664
9527.344, -81.1508
9530.273, -78.8429
9533.203, -77.0493
9536.133, -80.9525
9539.062, -80.5456
9541.992, -77.6213
9544.922, -90.7332
9547.852, -85.1257
9550.781, -75.5133
9553.711, -75.3484
9556.641, -88.6749
9559.570, -76.0771
9562.500, -88.5820
9565.430, -80.9213
9568.359, -98.3548
9571.289, -71.0962
9574.219, -78.9080
9577.148, -88.2946
9580.078, -83.3190
9583.008, -82.9806
9585.938, -83.1453
9588.867, -80.9787
9591.797, -82.5177
9594.727, -74.4250
9597.656, -81.4037
9600.586, -85.1378
9603.516, -83.0331
9606.445, -81.4760
9609.375, -78.9329
9612.305, -81.4443
9615.234, -73.2759
9618.164, -81.8258
9621.094, -85.3783
9624.023, -79.6459
9626.953, -74.4032
9629.883, -82.6692
9632.812, -87.5293
9635.742, -76.0174
9638.672, -78.9823
9641.602, -80.4984
9644.531, -81.3761
9647.461, -78.1597
9650.391, -77.5703
9653.320, -77.3842
9656.250, -84.2371
9659.180, -78.1390
9662.109, -87.2126
9665.039, -72.5135
9667.969, -82.2461
9670.898, -74.0221
9673.828, -84.3762
9676.758, -75.5539
9679.688, -80.8019
9682.617, -88.4916
9685.547, -71.1317
9688.477, -83.9949
9691.406, -78.7440
9694.336, -82.1028
9697.266, -75.8795
9700.195, -83.2006
9703.125, -89.5522
9706.055, -75.9056
9708.984, -84.6213
9711.914, -87.9787
9714.844, -77.3244
9717.773, -75.3833
9720.703, -82.9716
9723.633, -86.4449
9726.562, -79.2564
9729.492, -87.1863
9732.422, -89.3397
9735.352, -78.7270
9738.281, -83.4105
9741.211, -78.1304
9744.141, -88.6033
9747.070, -85.9010
9750.000, -77.3177
9752.930, -82.6927
9755.859, -79.8852
9758.789, -80.0539
9761.719, -80.5587
9764.648, -79.8854
9767.578, -77.9779
9770.508, -83.6614
9773.438, -80.4639
9776.367, -80.1561
9779.297, -81.8278
9782.227, -79.2608
9785.156, -74.0237
9788.086, -82.7728
9791.016, -76.9125
9793.945, -80.7759
9796.875, -85.9719
9799.805, -82.2646
9802.734, -72.9199
9805.664, -77.4707
9808.594, -77.3996
9811.523, -76.5528
9814.453, -81.8019
9817.383, -88.3836
9820.312, -83.8833
9823.242, -83.3003
9826.172, -79.0619
9829.102, -75.7873
9832.031, -71.4871
9834.961, -77.1212
9837.891, -78.5277
9840.820, -82.3570
9843.750, -72.7093
9846.680, -79.3799
9849.609, -72.2199
9852.539, -77.4600
9855.469, -73.7632
9858.398, -74.1335
9861.328, -77.3438
9864.258, -89.4597
9867.188, -89.7630
9870.117, -89.9159
9873.047, -79.4814
9875.977, -75.1611
9878.906, -81.2969
9881.836, -76.3914
9884.766, -80.5123
9887.695, -75.1330
9890.625, -81.7928
9893.555, -74.8956
9896.484, -77.2289
9899.414, -74.2171
9902.344, -75.7060
9905.273, -78.3059
9908.203, -89.0110
9911.133, -81.3750
9914.062, -105.2683
9916.992, -81.6266
9919.922, -75.2478
9922.852, -73.6755
9925.781, -78.9825
9928.711, -80.4717
9931.641, -79.5856
9934.570, -76.9098
9937.500, -77.4460
9940.430, -83.6096
9943.359, -74.9925
9946.289, -72.5158
9949.219, -74.0307
9952.148, -74.8400
9955.078, -76.7087
9958.008, -85.7846
9960.938, -76.2932
9963.867, -84.9405
9966.797, -80.3624
9969.727, -75.1344
9972.656, -72.2525
9975.586, -81.6245
9978.516, -76.2019
9981.445, -87.2342
9984.375, -79.4519
9987.305, -82.4320
9990.234, -77.3636
9993.164, -71.5561
9996.094, -76.0995
9999.023, -84.9624
10001.953, -86.9912
10004.883, -90.2225
10007.812, -76.8663
10010.742, -85.1647
10013.672, -75.8591
10016.602, -80.2003
10019.531, -73.7805
10022.461, -83.0875
10025.391, -74.8678
10028.320, -87.6885
10031.250, -82.7035
10034.180, -85.5790
10037.109, -71.5766
10040.039, -71.9833
10042.969, -73.8158
10045.898, -73.4380
10048.828, -82.0656
10051.758, -81.2642
10054.688, -82.4819
10057.617, -81.3969
10060.547, -75.4586
10063.477, -70.9502
10066.406, -83.4593
10069.336, -92.2538
10072.266, -75.8174
10075.195, -77.6322
10078.125, -91.0707
10081.055, -81.4509
10083.984, -92.3827
10086.914, -74.7532
10089.844, -80.0009
10092.773, -83.5226
10095.703, -84.9636
10098.633, -76.4624
10101.562, -84.3297
10104.492, -78.3619
10107.422, -76.9151
10110.352, -78.3548
10113.281, -73.5821
10116.211, -80.1380
10119.141, -76.6498
10122.070, -87.1889
10125.000, -81.5150
10127.930, -77.4859
10130.859, -75.1342
10133.789, -84.5250
10136.719, -75.3531
10139.648, -88.7827
10142.578, -85.6849
10145.508, -82.7201
10148.438, -80.2832
10151.367, -79.9515
10154.297, -81.9574
10157.227, -77.0171
10160.156, -77.0508
10163.086, -89.1693
10166.016, -83.5096
10168.945, -76.4838
10171.875, -79.1185
10174.805, -84.2878
10177.734, -90.0851
10180.664, -76.7407
10183.594, -76.6167
10186.523, -75.1883
10189.453, -87.1590
10192.383, -83.2681
10195.312, -72.7436
10198.242, -75.3686
10201.172, -77.9510
10204.102, -72.1563
10207.031, -76.6608
10209.961, -75.6719
10212.891, -82.2457
10215.820, -89.5713
10218.750, -79.5320
10221.680, -71.3551
10224.609, -85.7172
10227.539, -75.8469
10230.469, -74.9404
10233.398, -75.6908
10236.328, -90.1969
10239.258, -79.6359
10242.188, -86.6742
10245.117, -87.4113
10248.047, -82.4456
10250.977, -81.2318
10253.906, -79.6155
10256.836, -81.7510
10259.766, -72.6747
10262.695, -75.7540
10265.625, -79.5937
10268.555, -86.9506
10271.484, -77.8493
10274.414, -80.2959
10277.344, -83.0662
10280.273, -72.3442
10283.203, -88.8489
10286.133, -98.3317
10289.062, -77.1493
10291.992, -77.0614
10294.922, -88.3241
10297.852, -73.1827
10300.781, -77.2196
10303.711, -78.9242
10306.641, -79.9185
10309.570, -82.0738
10312.500, -83.4519
10315.430, -79.7440
10318.359, -88.3349
10321.289, -71.7142
10324.219, -80.5283
10327.148, -79.3132
10330.078, -76.0038
10333.008, -81.4246
10335.938, -76.3548
10338.867, -76.3815
10341.797, -78.2866
10344.727, -74.5256
10347.656, -74.3983
10350.586, -78.9288
10353.516, -86.4428
10356.445, -82.2335
10359.375, -73.2223
10362.305, -83.6061
10365.234, -79.1351
10368.164, -74.4813
10371.094, -73.5443
10374.023, -75.1475
10376.953, -79.7252
10379.883, -76.1442
10382.812, -82.5996
10385.742, -81.3435
10388.672, -87.6064
10391.602, -70.5695
10394.531, -69.8075
10397.461, -83.1202
10400.391, -84.7483
10403.320, -79.9274
10406.250, -75.1941
10409.180, -80.4339
10412.109, -78.6191
10415.039, -76.3822
10417.969, -72.8677
10420.898, -85.6911
10423.828, -74.9095
10426.758, -82.3847
10429.688, -77.6811
10432.617, -79.0429
10435.547, -83.1264
10438.477, -79.9307
10441.406, -77.2557
10444.336, -92.9186
10447.266, -82.3080
10450.195, -78.5010
10453.125, -83.7803
10456.055, -78.8694
10458.984, -83.9669
10461.914, -76.6009
10464.844, -75.8703
10467.773, -75.4587
10470.703, -81.9372
10473.633, -79.0014
10476.562, -85.6272
10479.492, -80.3087
10482.422, -87.3281
10485.352, -76.2557
10488.281, -78.3238
10491.211, -74.9267
10494.141, -82.1542
10497.070, -76.2376
10500.000, -90.3060
10502.930, -78.0035
10505.859, -77.8143
10508.789, -73.5350
10511.719, -71.7025
10514.648, -73.7790
10517.578, -80.3312
10520.508, -76.8460
10523.438, -74.1281
10526.367, -81.4553
10529.297, -86.1173
10532.227, -74.6425
10535.156, -80.5836
10538.086, -80.0800
10541.016, -85.2597
10543.945, -78.8203
10546.875, -88.0435
10549.805, -86.7615
10552.734, -77.0194
10555.664, -79.2142
10558.594, -72.0038
10561.523, -74.0255
10564.453, -74.1114
10567.383, -92.9466
10570.312, -80.3088
10573.242, -85.0537
10576.172, -75.8641
10579.102, -69.5032
10582.031, -77.5621
10584.961, -74.5547
10587.891, -93.4872
10590.820, -83.0717
10593.750, -75.5392
10596.680, -74.9434
10599.609, -89.8777
10602.539, -74.8346
10605.469, -76.6151
10608.398, -91.4768
10611.328, -76.9746
10614.258, -84.3449
10617.188, -72.1402
10620.117, -82.8396
10623.047, -78.5012
10625.977, -74.9397
10628.906, -71.0880
10631.836, -76.1396
10634.766, -90.9111
10637.695, -78.3566
10640.625, -82.2487
10643.555, -85.2052
10646.484, -81.8310
10649.414, -80.1577
10652.344, -74.2325
10655.273, -72.9387
10658.203, -74.7568
10661.133, -78.7542
10664.062, -87.2339
10666.992, -93.1426
10669.922, -79.2502
10672.852, -82.0490
10675.781, -74.8670
10678.711, -72.3893
10681.641, -83.5464
10684.570, -88.9416
10687.500, -74.4235
10690.430, -104.1644
10693.359, -75.6120
10696.289, -72.9152
10699.219, -72.7154
10702.148, -83.1300
10705.078, -80.7581
10708.008, -74.2659
10710.938, -84.4563
10713.867, -82.6311
10716.797, -85.3001
10719.727, -73.2580
10722.656, -73.9006
10725.586, -76.4495
10728.516, -77.3527
10731.445, -80.7856
10734.375, -81.8511
10737.305, -80.8558
10740.234, -84.9347
10743.164, -78.3131
10746.094, -76.6206
10749.023, -73.0879
10751.953, -76.6633
10754.883, -75.5397
10757.812, -84.3458
10760.742, -77.0512
10763.672, -79.3708
10766.602, -77.6713
10769.531, -76.2807
10772.461, -78.5588
10775.391, -84.8473
10778.320, -77.1830
10781.250, -84.3904
10784.180, -77.8796
10787.109, -78.9781
10790.039, -72.3644
10792.969, -72.8801
10795.898, -82.7731
10798.828, -78.3381
10801.758, -75.3405
10804.688, -73.5172
10807.617, -73.5584
10810.547, -77.8016
10813.477, -82.6608
10816.406, -83.4954
10819.336, -72.0218
10822.266, -79.9905
10825.195, -84.7828
10828.125, -79.0685
10831.055, -89.1091
10833.984, -71.7051
10836.914, -76.7289
10839.844, -87.7430
10842.773, -80.7119
10845.703, -77.0278
10848.633, -76.6602
10851.562, -84.1020
10854.492, -86.6970
10857.422, -82.9398
10860.352, -71.8449
10863.281, -71.6004
10866.211, -86.8566
10869.141, -81.9656
10872.070, -79.1920
10875.000, -78.9548
10877.930, -86.9702
10880.859, -100.5120
10883.789, -89.9471
10886.719, -71.6985
10889.648, -77.7893
10892.578, -87.8703
10895.508, -73.2038
10898.438, -75.6648
10901.367, -78.9811
10904.297, -75.7065
10907.227, -73.3026
10910.156, -72.0570
10913.086, -74.8084
10916.016, -93.2147
10918.945, -83.8665
10921.875, -91.2326
10924.805, -96.1033
10927.734, -100.1488
10930.664, -75.7300
10933.594, -72.1643
10936.523, -86.0392
10939.453, -91.6735
10942.383, -81.6830
10945.312, -77.7516
10948.242, -85.2722
10951.172, -88.3063
10954.102, -74.6398
10957.031, -72.0563
10959.961, -85.2355
10962.891, -77.4209
10965.820, -80.1066
10968.750, -107.9289
10971.680, -85.5641
10974.609, -88.0511
10977.539, -75.1946
10980.469, -75.9955
10983.398, -71.2431
10986.328, -82.7819
10989.258, -79.3924
10992.188, -74.4653
10995.117, -83.4060
10998.047, -84.6817
11000.977, -70.6595
11003.906, -79.1168
11006.836, -89.7948
11009.766, -85.0863
11012.695, -86.1196
11015.625, -85.5465
11018.555, -84.4048
11021.484, -83.0657
11024.414, -76.8723
11027.344, -73.9158
11030.273, -87.1787
11033.203, -76.4669
11036.133, -74.5119
11039.062, -84.5859
11041.992, -77.7310
11044.922, -82.1832
11047.852, -74.0944
11050.781, -69.1092
11053.711, -77.9155
11056.641, -73.5274
11059.570, -88.2075
11062.500, -78.7097
11065.430, -74.9127
11068.359, -86.1187
11071.289, -98.7553
11074.219, -79.9510
11077.148, -78.6081
11080.078, -82.5382
11083.008, -82.7025
11085.938, -71.6578
11088.867, -78.8424
11091.797, -86.2190
11094.727, -88.7387
11097.656, -94.5516
11100.586, -81.5771
11103.516, -75.6574
11106.445, -77.3756
11109.375, -88.0234
11112.305, -76.3677
11115.234, -79.3286
11118.164, -80.3355
11121.094, -73.0669
11124.023, -74.5093
11126.953, -77.0261
11129.883, -78.5709
11132.812, -80.4773
11135.742, -90.7746
11138.672, -78.0338
11141.602, -72.8751
11144.531, -84.9252
11147.461, -74.1816
11150.391, -78.0032
11153.320, -79.7143
11156.250, -81.7712
11159.180, -72.1648
11162.109, -81.7991
11165.039, -80.0743
11167.969, -71.8892
11170.898, -74.8863
11173.828, -87.6079
11176.758, -80.6371
11179.688, -79.9502
11182.617, -102.4337
11185.547, -81.8457
11188.477, -86.2601
11191.406, -71.6746
11194.336, -76.1511
11197.266, -84.5199
11200.195, -80.2927
11203.125, -90.8195
11206.055, -96.0449
11208.984, -100.6339
11211.914, -72.8736
11214.844, -75.7182
11217.773, -73.2179
11220.703, -84.6268
11223.633, -77.6543
11226.562, -73.8109
11229.492, -74.8677
11232.422, -82.7139
11235.352, -73.4846
11238.281, -76.6426
11241.211, -82.2010
